Lane: 3
Distance: 62.91136198234517
Speed 296: 36.6665475459361
Speed 297: 36.46682303130466
Speed 298: 36.65185097522842
Speed 299: 35.998587549360764
Speed 300: 36.827652889169855
Speed 301: 36.76857086660557
Speed 302: 36.42848176460715
Speed 303: 36.761673305623106
Speed 304: 36.53131341192883
Speed 305: 35.864184176227454
Speed 306: 35.190825423328675
Speed 307: 35.53771199967374
Speed 308: 35.457925280600605
Speed 309: 35.391074500766386
Speed 310: 35.92994640375452
Speed 311: 35.366533499376146
Speed 312: 35.001194622943736
Speed 313: 34.8087547183531
Speed 314: 34.855930513011636
Speed 315: 34.83484478736634
Speed 316: 34.69140119117139
Speed 317: 34.66058799012357
Speed 318: 34.60693535197798
Speed 319: 34.24713315770209
Speed 320: 33.84063666342505
Speed 321: 33.97789484228702
Speed 322: 33.532437300789255
Speed 323: 32.95375967119383
Speed 324: 32.79761354563098
Speed 325: 32.718780037549074
Speed 326: 33.84714178619818
Speed 327: 33.49479164827006
Speed 328: 33.966422010754805
Speed 329: 34.34001617785712
Speed 330: 33.745543700255254
Speed 331: 34.13217018895656
Speed 332: 33.540229868859896
Speed 333: 32.210643749861525
Speed 334: 32.513803512041214
Speed 335: 31.635858220322355
Speed 336: 31.861325451225312
Speed 337: 31.519320002356704
Speed 338: 32.34909540045164
Speed 339: 32.883350100109645
Speed 340: 32.65665719818395
Speed 341: 32.31273839266961
Speed 342: 31.705699691122547
Speed 343: 31.48523837497625
Speed 344: 31.345060627383997
Speed 345: 31.162713855188155
Speed 346: 31.241065782824336
Speed 347: 31.530326531688775
Speed 348: 31.70515376018536
Speed 349: 31.32308179823214
Speed 350: 30.604186061331347
Speed 351: 31.286451985382584
Speed 352: 30.941727393107616
Speed 353: 30.615580593140105
Speed 354: 30.35498593698955
Speed 355: 29.433451161911226
Speed 356: 29.194464159890984
Speed 357: 28.95463625288701
Speed 358: 29.264815402058765
Speed 359: 29.614043976612432
Speed 360: 29.615929421155567
Speed 361: 30.081853608212718
Speed 362: 30.251836100113348
Speed 363: 30.24399504431207
Speed 364: 30.32445912846118
Speed 365: 30.22913238167048
Speed 366: 30.03170762465375
Speed 367: 29.89784085620677
Speed 368: 29.333835190471767
Speed 369: 29.474056043129917
Speed 370: 28.977494237665127
Speed 371: 29.398309869701944
Speed 372: 29.27358057962147
Speed 373: 29.298328070446516
Speed 374: 29.545246458586995
Speed 375: 29.86690369111846
Speed 376: 29.081591986801733
Speed 377: 28.978140148719746
Speed 378: 29.418229604760135
Speed 379: 28.569176695044007
Speed 380: 28.76281693274154
Speed 381: 27.635034818040445
Speed 382: 27.123781396222643
Speed 383: 27.143096672142736
Speed 384: 26.31473912098176
Speed 385: 25.821983752139683
Speed 386: 25.08606624840789
Speed 387: 25.91013371451167
Speed 388: 25.992247592255335
Speed 389: 26.27589273118167
Speed 390: 26.164555180924093
Speed 391: 25.987839306545492
Speed 392: 25.179602212219976
Speed 393: 25.033683530846044
Speed 394: 24.652937424940234
Speed 395: 25.081899387086402
Speed 396: 25.652450320415188
Speed 397: 26.385739678202278
Speed 398: 26.812015647932892
Speed 399: 26.5126886794714
Speed 400: 25.9547401864912
Speed 401: 26.338071777313743
Speed 402: 26.516218186049887
Speed 403: 25.631948960711373
Speed 404: 25.809689857083256
Speed 405: 26.21694976832719
Speed 406: 26.246412562918003
Speed 407: 26.153885727413332
Speed 408: 25.750061483605155
Speed 409: 25.02679413382346
Speed 410: 25.426943108493475
Speed 411: 25.27238588610762
Speed 412: 25.155652555335774
Speed 413: 26.02201314879534
Speed 414: 26.364263702224935
Speed 415: 26.549676202865488
Speed 416: 26.620707105459104
Speed 417: 27.38070453584199
Speed 418: 28.240499189550086
Speed 419: 28.70525174528985
Speed 420: 28.996364040988812
Speed 421: 27.94906250538574
Speed 422: 28.010923462502493
Speed 423: 27.94586998540564
Speed 424: 27.992846600098424
Speed 425: 28.46436964375968
Speed 426: 27.094531060164904
Speed 427: 26.80987503342981
Speed 428: 26.944827210900193
Speed 429: 26.711404437873814
Speed 430: 26.002951381310684
Speed 431: 26.43743312475908
Speed 432: 26.575869077682146
Speed 433: 26.090316792459905
Speed 434: 26.24772539471782
Speed 435: 26.658518250742716
Speed 436: 26.661164573892396
Speed 437: 27.061446975607893
Speed 438: 27.100577063188723
Speed 439: 26.902962571861547
Speed 440: 26.32325231366159
Speed 441: 26.280286930175784
Speed 442: 26.37743339919867
Speed 443: 26.815349779992335
Speed 444: 26.757796045748723
Speed 445: 26.98650384885922
Speed 446: 26.504197841992355
Speed 447: 26.11288326407859
Speed 448: 26.057688614565148
Speed 449: 25.530374382572642
Speed 450: 25.94049830123498
Speed 451: 26.172063465894286
Speed 452: 26.311611348090512
Speed 453: 26.481063410698486
Speed 454: 27.491585191440883
Speed 455: 27.257153097457486
Speed 456: 26.156432454707208
Speed 457: 26.25608255315544
Speed 458: 26.230780782674607
Speed 459: 25.972021261419407
Speed 460: 25.482606331740023
Speed 461: 25.263011570838948
Speed 462: 25.35368078544786
Speed 463: 25.10227243512659
Speed 464: 26.308499274898466
Speed 465: 25.82824708408189
Speed 466: 25.431688402728057
Speed 467: 24.287378382720792
Speed 468: 24.41312059023156
Speed 469: 23.40491727633168
Speed 470: 23.13518995964443
Speed 471: 22.99735469236415
Speed 472: 22.642490709440708
Speed 473: 23.511927048167962
Speed 474: 24.00912424382571
Speed 475: 24.6686926819765
Speed 476: 24.22748327270154
Speed 477: 24.791780304958824
Speed 478: 25.039780778130805
Speed 479: 25.425483752469226
Speed 480: 25.94020316686061
Speed 481: 25.485821543881084
Speed 482: 25.273662733392133
Speed 483: 25.704960739056357
Speed 484: 24.377151192568892
Speed 485: 25.133815233855493
Speed 486: 25.410381265959284
Speed 487: 25.387529285629167
Speed 488: 25.497783113507754
Speed 489: 24.982815471853264
Speed 490: 24.807843789558714
Speed 491: 25.357985958668902
Speed 492: 26.00699694483201
Speed 493: 27.3551089711138
Speed 494: 27.318146637973594
Speed 495: 26.988870154571092
Speed 496: 26.7317531716011
Speed 497: 26.222732233957416
Speed 498: 26.183804855986992
Speed 499: 26.375171070993126
Speed 500: 26.358049930727148
Speed 501: 26.906223353560048
Speed 502: 26.789115452887778
Speed 503: 26.615390126638495
Speed 504: 26.324755888208333
Speed 505: 25.508438625091085
Speed 506: 24.724554762936858
Speed 507: 24.134975797618015
Speed 508: 24.785689833450395
Speed 509: 25.23331996989536
Speed 510: 25.920802003091854
Speed 511: 25.254696175794603
Speed 512: 24.270383830901594
Speed 513: 23.940355670834553
Speed 514: 24.028265147482568
Speed 515: 24.27761028493748
Speed 516: 24.801596362921508
Speed 517: 24.943736198325116
Speed 518: 25.815070588652933
Speed 519: 25.703767748178773
Speed 520: 25.247228139157876
Speed 521: 24.40661903141066
Speed 522: 23.962133352362933
Speed 523: 24.083192332855496
Speed 524: 23.63883220417868
Speed 525: 24.10720343594631
Speed 526: 24.813367288965033
Speed 527: 23.62857383635173
Speed 528: 24.060599986600554
Speed 529: 22.940797957269687
Speed 530: 23.141547484814833
Speed 531: 23.753982766911662
Speed 532: 23.78641082008345
Speed 533: 23.14656623348133
Speed 534: 22.853850631342443
Speed 535: 22.723027908486994
Speed 536: 22.631905516592024
Speed 537: 22.53045709620869
Speed 538: 22.47551570655403
Speed 539: 22.582255731009116
Speed 540: 21.977968904142507
Speed 541: 21.8569589892074
Speed 542: 22.616089574385253
Speed 543: 22.423766862813995
Speed 544: 22.201848816236396
Speed 545: 22.740947468093516
Speed 546: 21.46135513492147
Speed 547: 22.052044435565612
Speed 548: 21.73609255656303
Speed 549: 21.81805684278932
Speed 550: 21.86621752074992
Speed 551: 22.337451580360117
Speed 552: 22.203654207242444
Speed 553: 21.86464131646022
Speed 554: 22.513564211785766
Speed 555: 21.331477303215177
Speed 556: 21.3416443940678
Speed 557: 20.66768168275324
Speed 558: 20.28689498862496
Speed 559: 21.29252332935653
Speed 560: 21.270225616128602
Speed 561: 21.367760464704293
Speed 562: 20.476979036851496
Speed 563: 20.112456707454147
Speed 564: 20.21073540781854
Speed 565: 20.38811425437515
Speed 566: 20.696557531571788
Speed 567: 20.700871481030575
Speed 568: 20.964373585257906
Speed 569: 21.191264541575748
Speed 570: 20.276394336073484
Speed 571: 20.294897197028558
Speed 572: 20.67884840089491
Speed 573: 20.97378831126217
Speed 574: 20.791858906276772
Speed 575: 20.38904565250709
Speed 576: 19.829889690346274
Speed 577: 19.764362684575566
Speed 578: 20.330902624355428
Speed 579: 19.355000573614628
Speed 580: 19.02505470874988
Speed 581: 18.455153481036493
Speed 582: 18.847632241656743
Speed 583: 18.570477428371092
Speed 584: 18.335158599293695
Speed 585: 18.22668381432537
Speed 586: 18.449380439772767
Speed 587: 18.25318594069795
Speed 588: 16.730114413297986
Speed 589: 17.001770358991745
Speed 590: 17.221291837827767
Speed 591: 17.11152132366216
Speed 592: 16.56950301332619
Speed 593: 16.74539306866687
Speed 594: 16.935010835434664
Speed 595: 16.699994394084225
Speed 596: 16.591628658796456
Speed 597: 16.126550407534296
Speed 598: 16.03725586149063
Speed 599: 15.262041188948892
Speed 600: 15.47070059946481
Speed 601: 14.998516354052663
Speed 602: 15.11756792796882
Speed 603: 14.41458646983487
Speed 604: 14.1195576469001
Speed 605: 14.064312944367137
Speed 606: 13.233963038432504
Speed 607: 13.29153697500255
Speed 608: 13.10196319356259
Speed 609: 12.230785094657975
Speed 610: 11.579163717601817
Speed 611: 11.8817237596429
Speed 612: 12.329501752418562
Speed 613: 12.263547432528577
Speed 614: 12.465928338548826
Speed 615: 12.577850120205282
Speed 616: 12.74266161126915
Speed 617: 13.385653614809298
Speed 618: 12.632154415702162
Speed 619: 12.970384781882974
Speed 620: 12.779380304094063
Speed 621: 12.667250836968243
Speed 622: 12.516125971740708
Speed 623: 12.328552413410065
Speed 624: 11.715454317518557
Speed 625: 11.807123917147358
Speed 626: 12.642595433541786
Speed 627: 12.614528923317406
Speed 628: 12.61383640194986
Speed 629: 12.270186883371528
Speed 630: 12.211449610162472
Speed 631: 12.444532823179488
Speed 632: 12.259411602827317
Speed 633: 12.032509582301316
Speed 634: 12.234141852382939
Speed 635: 11.775139467473416
Speed 636: 11.901387781011852
Speed 637: 12.311548679642563
Speed 638: 12.991522950482304
Speed 639: 12.94633194684383
Speed 640: 13.630130566747187
Speed 641: 14.147335509987947
Speed 642: 13.649229189802414
Speed 643: 13.040259934005839
Speed 644: 12.887778115078628
Speed 645: 13.402245861376056
Speed 646: 13.366102357596054
Speed 647: 13.065773578767159
Speed 648: 13.841895168791439
Speed 649: 13.985347412793113
Speed 650: 12.825050274897741
Speed 651: 12.983630588044086
Speed 652: 13.24365089532952
Speed 653: 13.35645522256507
Speed 654: 13.581311272681067
Speed 655: 13.547673468219577
Speed 656: 12.888475533397209
Speed 657: 12.703123531786982
Speed 658: 12.230315634008836
Speed 659: 11.763945178611646
Speed 660: 11.132411004060508
Speed 661: 11.35865555038033
Speed 662: 11.407603623086644
Speed 663: 11.18352094174629
Speed 664: 10.858851977881095
Speed 665: 10.84714042537037
Speed 666: 11.386737789426615
Speed 667: 10.384629931677157
Speed 668: 10.573068192102603
Speed 669: 10.300212205093713
Speed 670: 9.357919282603989
Speed 671: 8.38506774102201
Speed 672: 7.928675993954363
Speed 673: 8.038430771850885
Speed 674: 8.23496223884093
Speed 675: 7.765471452502037
Speed 676: 8.27398194820866
Speed 677: 8.985473696466713
Speed 678: 9.183516988944993
Speed 679: 8.887815655040937
Speed 680: 9.450025247296121
Speed 681: 9.82772309512779
Speed 682: 10.26142680080525
Speed 683: 9.933194963319485
Speed 684: 8.515917710682134
Speed 685: 9.57431322142397
Speed 686: 8.768874019699004
Speed 687: 8.750989983768893
Speed 688: 9.941362659378768
Speed 689: 10.106651037515956
Speed 690: 10.581274274295074
Speed 691: 9.830075989604218
Speed 692: 8.941242512237364
Speed 693: 8.674891116247586
Speed 694: 9.220265983464836
Speed 695: 9.047141259641181
Speed 696: 8.649823099105433
Speed 697: 8.748806744077916
Speed 698: 9.289774353316549
Speed 699: 8.567304253779863
Speed 700: 7.962032756718187
Speed 701: 7.567698129463504
Speed 702: 8.11501731681955
Speed 703: 8.232428079793916
Speed 704: 9.298504785079137
Speed 705: 9.766727647994696
Speed 706: 9.74918005955986
Speed 707: 10.381718978604242
Speed 708: 10.487467484970182
Speed 709: 10.13500680871646
Speed 710: 10.47499423083901
Speed 711: 10.12683090390847
Speed 712: 9.981632353506537
Speed 713: 10.645523701485528
Speed 714: 10.594882958376829
Speed 715: 10.193312264706014
Speed 716: 9.961143418988268
Speed 717: 10.472038711782604
Speed 718: 10.19576837507424
Speed 719: 10.002332951648917
Speed 720: 9.747186581832104
Speed 721: 9.83914932900226
Speed 722: 9.646404448814454
Speed 723: 8.845486424328186
Speed 724: 8.401895953405665
Speed 725: 7.935501432652446
Speed 726: 8.557161124880023
Speed 727: 8.963498145934544
Speed 728: 9.257127835634456
Speed 729: 9.004448677002252
Speed 730: 8.596552906005266
Speed 731: 8.342794105176587
Speed 732: 7.81685405390075
Speed 733: 9.065454249694254
Speed 734: 7.942793425508553
Speed 735: 8.224797693045458
Speed 736: 7.582521544049195
Speed 737: 7.530349798301849
Speed 738: 7.036348827054981
Speed 739: 6.447534345813666
Speed 740: 5.877436195346185
Speed 741: 6.754929272217214
Speed 742: 6.6884350610624175
Speed 743: 6.305583963823374
Speed 744: 6.583477445864811
Speed 745: 6.588652103147961
Speed 746: 6.948668982818788
Speed 747: 6.036540654849873
Speed 748: 6.188342607080873
Speed 749: 6.574690025632064
Speed 750: 5.743890880074782
Speed 751: 5.967988522286438
Speed 752: 6.816079308700519
Speed 753: 6.808650457023167
Speed 754: 7.219353425535573
Speed 755: 7.554638650691028
Speed 756: 7.20088580193574
Speed 757: 7.220769169228987
Speed 758: 6.437271813798186
Speed 759: 6.211620295246923
Speed 760: 6.344464282730041
Speed 761: 6.7060145295989395
Speed 762: 6.718320592222895
Speed 763: 7.078312457294477
Speed 764: 6.5268593508167925
Speed 765: 6.476010713539357
Speed 766: 6.485650405795895
Speed 767: 7.410446029135714
Speed 768: 7.303362701035671
Speed 769: 7.05385438203858
Speed 770: 7.064529993960354
Speed 771: 6.604973271525383
Speed 772: 6.701350196057991
Speed 773: 6.518822587784862
Speed 774: 5.62315881376427
Speed 775: 5.59386553819734
Speed 776: 5.4350939912322405
Speed 777: 4.618882340198249
Speed 778: 4.585315262890989
Speed 779: 5.329993243928229
Speed 780: 5.590645118066085
Speed 781: 5.896608714431665
Speed 782: 5.225860351640144
Speed 783: 5.464309536101255
Speed 784: 5.538534326791294
Speed 785: 5.8030569459585095
Speed 786: 6.014371256812923
Speed 787: 5.3344808940610156
Speed 788: 5.313780488282032
Speed 789: 4.934845058069449
Speed 790: 4.909803010927038
Speed 791: 4.461102547476123
Speed 792: 5.117337731046621
Speed 793: 4.687851536824449
Speed 794: 4.238380458591681
Speed 795: 4.275673661863458
Speed 796: 3.73712412716146
Speed 797: 3.524792475945027
Speed 798: 3.1098101771760462
Speed 799: 3.815396209120852
Speed 800: 4.208298122536438
Speed 801: 4.179563363303741
Speed 802: 3.9839548372167326
Speed 803: 4.45441364450429
Speed 804: 4.657015684665733
Speed 805: 4.906041887007162
Speed 806: 4.892945768335037
Speed 807: 4.0488307544493205
Speed 808: 3.992597763169544
Speed 809: 3.72635280356501
Speed 810: 4.0488804402949485
Speed 811: 4.554801656792043
Speed 812: 4.225826134411459
Speed 813: 4.460018751549986
Speed 814: 5.327958250392842
Speed 815: 4.9941018901075624
Speed 816: 5.835062760144131
Speed 817: 5.4087698365588075
Speed 818: 5.420249714362783
Speed 819: 5.414676908441862
Speed 820: 5.4204263583768935
Speed 821: 5.0015873374229205
Speed 822: 4.705995785540706
Speed 823: 4.372135642361006
Speed 824: 4.535616940063235
Speed 825: 4.700634497318391
Speed 826: 5.81360666318752
Speed 827: 6.499101166333081
Speed 828: 6.244179545263842
Speed 829: 6.406614353161935
Speed 830: 6.905173343557815
Speed 831: 6.920474255727074
Speed 832: 6.885653466503606
Speed 833: 6.911440937888551
Speed 834: 7.345079252292765
Speed 835: 6.920918990890148
Speed 836: 6.758084256480061
Speed 837: 6.993300828903302
Speed 838: 7.14902436468038
Speed 839: 7.268815744608576
Speed 840: 7.083915161456674
Speed 841: 7.570183056027942
Speed 842: 8.637117179630211
Speed 843: 8.840324926468314
Speed 844: 8.743736575693394
Speed 845: 9.121606720140665
Speed 846: 8.852040401764171
Speed 847: 8.477195229412722
Speed 848: 8.493599603219577
Speed 849: 7.202201286734605
Speed 850: 6.6252261049086
Speed 851: 6.451245176948177
Speed 852: 5.77455074787432
Speed 853: 5.258229196928255
Speed 854: 5.039855028199251
Speed 855: 4.218372381433946
Speed 856: 4.01533648330403
Speed 857: 3.7477014010376077
Speed 858: 3.7604040052301158
Speed 859: 4.337496020477126
Speed 860: 4.423748228723558
Speed 861: 4.43427923939459
Speed 862: 4.484006467909945
Speed 863: 4.5977028554705095
Speed 864: 4.089333531165625
Speed 865: 4.031945868780226
Speed 866: 4.186321489698533
Speed 867: 3.5009414984270024
Speed 868: 3.933767959834929
Speed 869: 4.474455977064023
Speed 870: 4.158767982839329
Speed 871: 4.038099087112776
Speed 872: 3.59900391570774
Speed 873: 3.9486941575016488
Speed 874: 3.418083013778694
Speed 875: 3.306844508657234
Speed 876: 2.877384554753398
Speed 877: 2.9028616932590428
Speed 878: 2.0057470575141823
Speed 879: 2.668977878697029
Speed 880: 2.186674666593897
Speed 881: 2.216622008152035
Speed 882: 2.1103604857668805
Speed 883: 1.7293032298056314
Speed 884: 1.2854131614876638
Speed 885: 1.7536124332638936
Speed 886: 1.4907921367129238
Speed 887: 1.6263772290315792
Speed 888: 1.2256287863343918
Speed 889: 0.9020380704105114
Speed 890: 1.1381616454544359
Speed 891: 1.6033658935099941
Speed 892: 1.515707692346484
Speed 893: 0.8047477565262656
Speed 894: 1.803725796401268
Speed 895: 1.3754511422841633
Speed 896: 0.6046574424482696
Speed 897: 1.9018697363323456
Speed 898: 1.699853589406877
Speed 899: 0.9689872452761729
Speed 900: 0.627267361881832
Speed 901: 0.8110398098929665
Speed 902: 0.9061955886899364
Speed 903: 0.48033099006314145
Speed 904: 1.3916927901271212
Speed 905: 1.1309029511304347
Speed 906: 0.5385596559246587
Speed 907: 1.0189063551549886
Speed 908: 1.6834377784248298
Speed 909: 1.2746912296167165
Speed 910: 0.5740175830970613
Speed 911: 1.0892367168048636
Speed 912: 0.06557491027588269
Speed 913: -0.547735919422425
Speed 914: -0.06401284439730753
Speed 915: -0.09168911840850232
Speed 916: -0.22365779270484626
Speed 917: -0.047249489457657085
Speed 918: -0.12363670123036143
Speed 919: -0.7729800623119065
Speed 920: -0.13494238930881275
Speed 921: 0.5275646371345949
Speed 922: 0.6302309190235748
Speed 923: 0.6527979267395799
Speed 924: 1.822610329749609
Speed 925: 1.6843939072416905
